hospital_id,period_id,fiscal_year,total_budget_cad,actual_spend_cad,nursing_fte,physician_fte,admin_fte,or_rooms
104,1,2014,12346812.0,12148198.0,73,11,21,1
104,2,2015,12692523.0,13664029.0,95,12,14,2
104,3,2016,13038233.0,12436590.0,87,15,12,1
104,4,2017,13383944.0,13644087.0,103,16,15,1
104,5,2018,13729655.0,12923611.0,97,9,20,1
104,6,2019,14075366.0,15170087.0,94,10,18,2
104,7,2020,16151606.0,16175846.0,104,9,12,1
104,8,2021,16538802.0,16858152.0,76,9,17,1
104,9,2022,15112498.0,15221708.0,101,11,13,1
104,10,2023,15458209.0,15244570.0,89,15,20,1
105,1,2014,39627732.0,41239896.0,246,30,32,6
105,2,2015,40737308.0,43347082.0,258,27,42,4
105,3,2016,41846885.0,39789138.0,196,37,35,4
105,4,2017,42956461.0,43849510.0,246,47,54,4
105,5,2018,44066038.0,41971289.0,231,40,39,6
105,6,2019,45175614.0,42381667.0,284,40,50,6
105,7,2020,51839414.0,52897896.0,220,43,40,4
105,8,2021,53082139.0,51994897.0,197,44,57,4
105,9,2022,48504344.0,45285526.0,225,33,39,5
105,10,2023,49613920.0,51931525.0,216,24,32,4
106,1,2014,10304413.0,10654828.0,64,10,9,1
106,2,2015,10592936.0,10555144.0,55,6,15,1
106,3,2016,10881460.0,10705172.0,60,7,17,1
106,4,2017,11169983.0,11142660.0,55,12,11,1
106,5,2018,11458507.0,12061623.0,74,8,15,1
106,6,2019,11747030.0,11203384.0,53,11,9,1
106,7,2020,13479820.0,14023448.0,59,7,11,1
106,8,2021,13802967.0,13524704.0,75,8,14,1
106,9,2022,12612601.0,12989203.0,54,10,9,1
106,10,2023,12901124.0,12075573.0,68,7,14,1
107,1,2014,12478152.0,12552676.0,74,10,14,1
107,2,2015,12827540.0,12887431.0,64,14,10,1
107,3,2016,13176928.0,13913619.0,71,13,12,1
107,4,2017,13526317.0,12939857.0,84,7,16,1
107,5,2018,13875705.0,13963278.0,64,13,12,1
107,6,2019,14225093.0,13723969.0,68,14,10,1
107,7,2020,16323419.0,16622823.0,68,14,11,1
107,8,2021,16714734.0,16741902.0,60,14,13,1
107,9,2022,15273258.0,14353000.0,68,14,10,1
107,10,2023,15622646.0,15271858.0,79,8,18,1
108,1,2014,36225509.0,38006476.0,315,39,63,5
108,2,2015,37239823.0,39591602.0,299,45,41,5
108,3,2016,38254137.0,36374211.0,258,39,62,5
108,4,2017,39268451.0,37601969.0,272,43,43,6
108,5,2018,40282766.0,40967933.0,306,28,53,5
108,6,2019,41297080.0,41148423.0,273,48,53,4
108,7,2020,47388762.0,50211595.0,295,27,60,7
108,8,2021,48524793.0,47679807.0,214,46,49,5
108,9,2022,44340023.0,45103168.0,316,42,67,6
108,10,2023,45354337.0,46725952.0,231,39,59,5
109,1,2014,41117854.0,41760851.0,253,31,42,3
109,2,2015,42269154.0,39961897.0,185,24,42,4
109,3,2016,43420454.0,45584016.0,222,45,43,5
109,4,2017,44571753.0,43271097.0,193,41,53,4
109,5,2018,45723053.0,44147125.0,238,34,54,5
109,6,2019,46874353.0,43863942.0,192,38,30,4
109,7,2020,53788732.0,56133627.0,243,28,42,5
109,8,2021,55078187.0,54832238.0,184,40,44,3
109,9,2022,50328253.0,48826057.0,234,42,53,4
109,10,2023,51479553.0,50164198.0,268,24,46,5
110,1,2014,43751482.0,43633437.0,265,40,65,6
110,2,2015,44976523.0,47621915.0,265,29,59,6
110,3,2016,46201564.0,48763467.0,284,35,36,5
110,4,2017,47426606.0,48524363.0,291,36,65,5
110,5,2018,48651647.0,48528247.0,259,42,37,5
110,6,2019,49876689.0,52588968.0,235,47,65,4
110,7,2020,57233938.0,60405890.0,289,42,43,5
110,8,2021,58605985.0,59551401.0,303,28,64,5
110,9,2022,53551813.0,55263730.0,286,38,67,5
110,10,2023,54776855.0,56829664.0,233,37,39,5
111,1,2014,20038836.0,20440542.0,105,21,26,2
111,2,2015,20599923.0,21196071.0,145,18,21,2
111,3,2016,21161010.0,20968040.0,116,24,25,2
111,4,2017,21722098.0,22067257.0,127,15,29,2
111,5,2018,22283185.0,22251626.0,115,18,18,2
111,6,2019,22844272.0,22433034.0,121,13,32,2
111,7,2020,26214003.0,28040001.0,122,16,17,2
111,8,2021,26842421.0,26694572.0,116,24,27,3
111,9,2022,24527535.0,23516841.0,149,15,23,3
111,10,2023,25088622.0,25187688.0,134,16,25,2
112,1,2014,14267914.0,14272336.0,82,15,18,1
112,2,2015,14667416.0,14499145.0,70,13,14,1
112,3,2016,15066917.0,15384353.0,67,12,17,1
112,4,2017,15466419.0,16383556.0,79,9,19,1
112,5,2018,15865920.0,16108842.0,83,11,10,1
112,6,2019,16265422.0,16289368.0,94,14,16,1
112,7,2020,18664714.0,19139152.0,74,8,19,1
112,8,2021,19112156.0,19814369.0,75,14,14,1
112,9,2022,17463927.0,17860569.0,93,10,17,1
112,10,2023,17863428.0,17987808.0,79,8,20,1
113,1,2014,48324421.0,46334638.0,305,27,38,5
113,2,2015,49677504.0,51161917.0,279,47,41,6
113,3,2016,51030588.0,48177243.0,300,50,54,5
113,4,2017,52383672.0,52537172.0,276,40,67,6
113,5,2018,53736756.0,57457020.0,256,50,37,5
113,6,2019,55089840.0,52506708.0,262,37,67,6
113,7,2020,63216074.0,60827978.0,301,48,55,4
113,8,2021,64731528.0,68576246.0,242,41,65,5
113,9,2022,59149091.0,57925325.0,291,32,58,5
113,10,2023,60502175.0,59769284.0,234,34,44,4
114,1,2014,9726252.0,9297269.0,59,9,15,1
114,2,2015,9998587.0,9415285.0,61,8,15,1
114,3,2016,10270922.0,10937135.0,69,8,10,1
114,4,2017,10543257.0,10356660.0,55,10,13,1
114,5,2018,10815593.0,10613957.0,70,10,10,1
114,6,2019,11087928.0,10785228.0,63,12,13,1
114,7,2020,12723494.0,12451308.0,71,13,14,1
114,8,2021,13028509.0,13670693.0,57,7,14,1
114,9,2022,11904933.0,11274757.0,60,11,12,1
114,10,2023,12177268.0,12919926.0,56,9,14,1
115,1,2014,13283306.0,12606366.0,69,11,18,1
115,2,2015,13655239.0,13888647.0,80,7,13,1
115,3,2016,14027171.0,13844017.0,68,11,16,1
115,4,2017,14399104.0,15535053.0,85,13,17,1
115,5,2018,14771036.0,13747872.0,59,10,18,1
115,6,2019,15142969.0,14622317.0,73,7,14,1
115,7,2020,17376690.0,18516940.0,62,8,15,1
115,8,2021,17793254.0,18949552.0,83,13,10,1
115,9,2022,16258767.0,16349564.0,67,13,15,1
115,10,2023,16630699.0,16990037.0,70,8,10,1
116,1,2014,26243385.0,26500370.0,162,24,24,4
116,2,2015,26978199.0,26283111.0,187,27,44,3
116,3,2016,27713014.0,29838269.0,212,31,36,3
116,4,2017,28447829.0,29914567.0,201,32,32,3
116,5,2018,29182644.0,31398762.0,166,26,30,3
116,6,2019,29917458.0,30645229.0,159,26,43,3
116,7,2020,34330546.0,35205373.0,215,27,34,4
116,8,2021,35153539.0,37040376.0,149,32,34,3
116,9,2022,32121903.0,31236500.0,216,18,30,3
116,10,2023,32856718.0,34876686.0,200,35,24,3
117,1,2014,41398825.0,43071016.0,260,23,38,4
117,2,2015,42557992.0,39654728.0,234,34,37,4
117,3,2016,43717160.0,42245771.0,181,31,57,3
117,4,2017,44876327.0,45163426.0,214,24,45,4
117,5,2018,46035494.0,43948084.0,180,28,50,4
117,6,2019,47194661.0,47746090.0,225,23,30,5
117,7,2020,54156287.0,58374025.0,210,40,51,5
117,8,2021,55454555.0,59008106.0,267,42,54,4
117,9,2022,50672162.0,48585631.0,245,29,53,5
117,10,2023,51831329.0,55618553.0,204,42,36,4
118,1,2014,25536051.0,26805958.0,146,23,28,3
118,2,2015,26251060.0,24484193.0,152,23,29,3
118,3,2016,26966070.0,28740481.0,130,25,21,3
118,4,2017,27681079.0,29612335.0,140,26,29,3
118,5,2018,28396089.0,28254831.0,140,16,37,2
118,6,2019,29111098.0,29297120.0,165,17,21,3
118,7,2020,33405240.0,34276163.0,170,17,32,3
118,8,2021,34206051.0,36664094.0,163,23,27,3
118,9,2022,31256126.0,30763562.0,163,14,37,2
118,10,2023,31971136.0,34392099.0,156,26,37,2
119,1,2014,31773899.0,32433477.0,137,25,41,3
119,2,2015,32663568.0,32531935.0,202,30,38,4
119,3,2016,33553237.0,36199270.0,145,19,32,3
119,4,2017,34442906.0,37148337.0,161,25,27,3
119,5,2018,35332575.0,36799377.0,182,24,30,3
119,6,2019,36222245.0,36127107.0,146,26,39,4
119,7,2020,41565343.0,43396681.0,154,22,44,3
119,8,2021,42561773.0,41180595.0,201,32,30,3
119,9,2022,38891252.0,41883255.0,190,32,29,4
119,10,2023,39780921.0,41121502.0,175,17,32,2
120,1,2014,43446904.0,46763996.0,257,51,61,6
120,2,2015,44663417.0,46250375.0,292,35,55,4
120,3,2016,45879930.0,45051819.0,228,29,62,6
120,4,2017,47096443.0,47819220.0,323,44,65,4
120,5,2018,48312957.0,49111574.0,315,39,65,6
120,6,2019,49529470.0,49395854.0,302,52,62,6
120,7,2020,56835501.0,60547028.0,237,51,41,5
120,8,2021,58197996.0,55988054.0,232,52,39,4
120,9,2022,53179010.0,56260780.0,224,27,66,5
120,10,2023,54395523.0,54066342.0,227,31,37,4
121,1,2014,63986363.0,64991644.0,414,42,69,7
121,2,2015,65777981.0,63097256.0,390,56,72,9
121,3,2016,67569599.0,70584115.0,377,60,87,7
121,4,2017,69361218.0,67738197.0,321,47,63,6
121,5,2018,71152836.0,70426879.0,444,39,77,8
121,6,2019,72944454.0,68901048.0,407,63,103,7
121,7,2020,83704401.0,79298725.0,353,48,66,10
121,8,2021,85711013.0,89621815.0,428,62,57,7
121,9,2022,78319308.0,83967956.0,337,46,94,7
121,10,2023,80110927.0,77127838.0,376,64,92,9
122,1,2014,110037347.0,112289686.0,730,158,190,15
122,2,2015,113118392.0,118899381.0,680,124,194,14
122,3,2016,116199438.0,110562536.0,804,104,191,21
122,4,2017,119280484.0,121763543.0,732,84,160,14
122,5,2018,122361529.0,119150704.0,924,91,139,15
122,6,2019,125442575.0,130009083.0,832,116,215,15
122,7,2020,143946455.0,152449288.0,870,121,176,14
122,8,2021,147397226.0,155170157.0,827,92,181,16
122,9,2022,134685712.0,139875528.0,801,157,118,14
122,10,2023,137766758.0,144887897.0,863,139,188,19
123,1,2014,11608736.0,12406537.0,106,16,19,1
123,2,2015,11933781.0,11158478.0,111,9,13,2
123,3,2016,12258825.0,11800258.0,88,18,20,1
123,4,2017,12583870.0,12439105.0,101,15,18,1
123,5,2018,12908914.0,12224591.0,106,16,19,2
123,6,2019,13233959.0,13045463.0,77,14,12,1
123,7,2020,15186084.0,16179274.0,79,11,24,1
123,8,2021,15550134.0,14742633.0,80,11,21,2
123,9,2022,14209093.0,13705558.0,84,11,20,2
123,10,2023,14534137.0,14527539.0,98,10,22,2
124,1,2014,44076391.0,41874116.0,265,46,70,6
124,2,2015,45310530.0,46876844.0,258,54,63,5
124,3,2016,46544669.0,49831287.0,284,45,64,6
124,4,2017,47778808.0,44707482.0,222,53,61,6
124,5,2018,49012947.0,49330794.0,248,53,64,5
124,6,2019,50247086.0,49056686.0,281,43,44,5
124,7,2020,57658972.0,56311123.0,240,32,63,6
124,8,2021,59041207.0,59858113.0,277,52,48,5
124,9,2022,53949503.0,55755780.0,235,27,67,4
124,10,2023,55183642.0,58077897.0,319,48,67,5
125,1,2014,132202197.0,123304371.0,799,101,149,18
125,2,2015,135903859.0,127283119.0,858,98,124,20
125,3,2016,139605520.0,136504660.0,872,78,125,19
125,4,2017,143307182.0,137264778.0,657,80,187,13
125,5,2018,147008843.0,147024640.0,823,133,143,18
125,6,2019,150710505.0,145081569.0,887,126,158,17
125,7,2020,172941626.0,181309799.0,694,137,113,13
125,8,2021,177087487.0,176276280.0,687,119,189,17
125,9,2022,161815489.0,172688031.0,760,135,106,15
125,10,2023,165517151.0,163267035.0,726,122,120,13
126,1,2014,162123369.0,159072161.0,854,134,205,16
126,2,2015,166662823.0,167938498.0,1076,138,221,21
126,3,2016,171202277.0,167139282.0,1002,141,150,17
126,4,2017,175741732.0,170911185.0,761,180,214,19
126,5,2018,180281186.0,192518582.0,753,123,224,17
126,6,2019,184820640.0,191270362.0,735,129,211,18
126,7,2020,212083306.0,201080064.0,907,140,194,15
126,8,2021,217167495.0,217019511.0,1004,133,241,21
126,9,2022,198439003.0,203048431.0,951,134,129,15
126,10,2023,202978458.0,216147420.0,796,115,154,17
127,1,2014,14986402.0,16103327.0,143,23,26,2
127,2,2015,15406021.0,14347452.0,109,16,31,2
127,3,2016,15825641.0,15084393.0,111,17,24,2
127,4,2017,16245260.0,16728672.0,126,20,26,3
127,5,2018,16664879.0,16566755.0,125,13,17,2
127,6,2019,17084498.0,17415339.0,137,18,16,2
127,7,2020,19604612.0,18787193.0,131,20,19,3
127,8,2021,20074585.0,20737421.0,98,16,16,2
127,9,2022,18343356.0,18136380.0,141,12,24,2
127,10,2023,18762976.0,19501147.0,116,20,31,2
128,1,2014,7910077.0,7512847.0,49,7,9,1
128,2,2015,8131559.0,7699056.0,56,6,9,1
128,3,2016,8353041.0,7937307.0,56,7,13,1
128,4,2017,8574523.0,8822363.0,53,9,10,1
128,5,2018,8796005.0,8382668.0,40,8,12,1
128,6,2019,9017488.0,9076880.0,55,8,11,1
128,7,2020,10347646.0,10834136.0,47,7,7,1
128,8,2021,10595706.0,10693838.0,40,6,9,1
128,9,2022,9681934.0,10417501.0,46,6,10,1
128,10,2023,9903416.0,9768984.0,52,7,10,1
129,1,2014,13711049.0,14063163.0,97,11,15,2
129,2,2015,14094958.0,13366061.0,84,18,17,2
129,3,2016,14478868.0,13992298.0,83,14,17,1
129,4,2017,14862777.0,15184921.0,116,12,24,1
129,5,2018,15246686.0,15021187.0,101,15,21,2
129,6,2019,15630596.0,16622661.0,91,11,16,2
129,7,2020,17936246.0,19021412.0,92,10,20,2
129,8,2021,18366224.0,19568048.0,88,13,16,1
129,9,2022,16782324.0,16128176.0,104,17,17,1
129,10,2023,17166233.0,17241871.0,84,14,14,2
130,1,2014,14612683.0,15339700.0,97,12,17,1
130,2,2015,15021838.0,14449508.0,93,12,14,1
130,3,2016,15430993.0,16329998.0,95,12,12,1
130,4,2017,15840148.0,16147037.0,67,12,20,2
130,5,2018,16249303.0,17476179.0,85,12,11,1
130,6,2019,16658458.0,16453151.0,74,14,12,1
130,7,2020,19115727.0,19758950.0,90,14,11,1
130,8,2021,19573981.0,19988812.0,94,8,12,1
130,9,2022,17885924.0,17154792.0,90,10,11,1
130,10,2023,18295079.0,19190436.0,78,9,18,1
131,1,2014,40173504.0,43205496.0,224,25,55,3
131,2,2015,41298362.0,43785605.0,240,41,34,5
131,3,2016,42423220.0,40776735.0,266,44,57,4
131,4,2017,43548079.0,40686014.0,199,26,39,4
131,5,2018,44672937.0,46831955.0,237,36,31,5
131,6,2019,45797795.0,49004613.0,225,45,38,6
131,7,2020,52553371.0,54465878.0,203,34,46,4
131,8,2021,53813212.0,50148378.0,197,31,46,4
131,9,2022,49172369.0,46538348.0,191,36,49,3
131,10,2023,50297227.0,48646836.0,201,28,45,4
132,1,2014,26034173.0,25581024.0,186,25,46,4
132,2,2015,26763130.0,25003589.0,181,25,32,4
132,3,2016,27492086.0,28589949.0,187,41,54,4
132,4,2017,28221043.0,28091265.0,183,37,45,4
132,5,2018,28950000.0,30135781.0,190,38,37,4
132,6,2019,29678957.0,28061854.0,208,30,40,5
132,7,2020,34056863.0,34871859.0,209,21,43,4
132,8,2021,34873295.0,33271966.0,233,37,32,3
132,9,2022,31865827.0,31929552.0,210,34,42,4
132,10,2023,32594784.0,30977375.0,220,36,51,3
133,1,2014,155794088.0,156211319.0,963,152,227,17
133,2,2015,160156323.0,172815107.0,946,164,194,20
133,3,2016,164518557.0,169543499.0,853,98,152,16
133,4,2017,168880792.0,170302853.0,851,105,168,18
133,5,2018,173243026.0,177589255.0,973,153,150,14
133,6,2019,177605261.0,183031115.0,1042,172,132,18
133,7,2020,203803594.0,218983456.0,804,99,164,16
133,8,2021,208689297.0,218809740.0,783,175,158,16
133,9,2022,190691964.0,199040785.0,1002,168,220,17
133,10,2023,195054198.0,183465234.0,743,149,174,20
134,1,2014,61052535.0,64138732.0,406,55,63,6
134,2,2015,62762006.0,66268825.0,319,61,56,5
134,3,2016,64471477.0,61041820.0,406,66,80,7
134,4,2017,66180948.0,68481472.0,362,62,53,6
134,5,2018,67890419.0,69416012.0,342,65,90,7
134,6,2019,69599890.0,72508350.0,326,37,93,8
134,7,2020,79866484.0,75867771.0,353,45,72,7
134,8,2021,81781091.0,79534266.0,343,52,51,6
134,9,2022,74728303.0,69741219.0,299,36,85,9
134,10,2023,76437774.0,71890427.0,321,45,77,6
135,1,2014,53550616.0,52391420.0,382,42,101,9
135,2,2015,55050033.0,54726673.0,337,55,93,7
135,3,2016,56549450.0,56775255.0,463,41,84,8
135,4,2017,58048867.0,59966059.0,366,45,93,7
135,5,2018,59548285.0,55539412.0,400,66,86,8
135,6,2019,61047702.0,63824936.0,321,56,85,8
135,7,2020,70052773.0,66068164.0,324,69,82,8
135,8,2021,71732121.0,75490956.0,419,76,63,8
135,9,2022,65545954.0,69606327.0,419,67,60,9
135,10,2023,67045371.0,69941168.0,347,60,78,9
136,1,2014,27331608.0,28036777.0,158,22,31,4
136,2,2015,28096893.0,29307367.0,185,28,24,3
136,3,2016,28862178.0,31093047.0,198,29,34,4
136,4,2017,29627463.0,31325164.0,153,31,41,2
136,5,2018,30392748.0,32349880.0,171,24,38,3
136,6,2019,31158033.0,32542408.0,167,21,44,4
136,7,2020,35754116.0,36738621.0,206,21,37,4
136,8,2021,36611235.0,37694450.0,205,24,42,3
136,9,2022,33453888.0,34096217.0,195,32,35,3
136,10,2023,34219173.0,36839832.0,208,29,40,3
137,1,2014,13797601.0,13042913.0,99,16,21,1
137,2,2015,14183933.0,15036522.0,98,10,15,1
137,3,2016,14570266.0,14630317.0,83,17,16,1
137,4,2017,14956599.0,16062505.0,91,17,21,2
137,5,2018,15342932.0,15667373.0,90,17,14,2
137,6,2019,15729265.0,14837289.0,79,13,19,2
137,7,2020,18049469.0,17863725.0,90,17,24,2
137,8,2021,18482162.0,18184319.0,78,15,17,1
137,9,2022,16888263.0,16585744.0,78,15,22,2
137,10,2023,17274596.0,17785755.0,111,9,20,1
138,1,2014,39956371.0,38895527.0,247,47,55,5
138,2,2015,41075150.0,39422457.0,247,26,41,5
138,3,2016,42193928.0,40937095.0,296,29,59,4
138,4,2017,43312706.0,45522845.0,238,46,52,4
138,5,2018,44431485.0,44307019.0,259,27,39,4
138,6,2019,45550263.0,45592954.0,257,46,48,4
138,7,2020,52269326.0,56007400.0,285,41,66,5
138,8,2021,53522358.0,50594062.0,277,31,61,4
138,9,2022,48906598.0,48714503.0,202,30,35,4
138,10,2023,50025377.0,50879595.0,216,37,52,5
139,1,2014,18385424.0,19043729.0,114,13,15,2
139,2,2015,18900215.0,20031672.0,91,16,27,2
139,3,2016,19415007.0,20192149.0,127,16,15,2
139,4,2017,19929799.0,19237362.0,114,15,15,2
139,5,2018,20444591.0,19665944.0,101,19,26,2
139,6,2019,20959383.0,20279144.0,85,20,15,2
139,7,2020,24051076.0,24836855.0,120,14,14,2
139,8,2021,24627643.0,26571882.0,89,16,26,2
139,9,2022,22503758.0,21079407.0,116,14,23,1
139,10,2023,23018550.0,21963642.0,114,17,21,2
140,1,2014,34723995.0,33997623.0,248,46,43,6
140,2,2015,35696267.0,37583171.0,232,45,36,6
140,3,2016,36668539.0,35905494.0,290,36,37,4
140,4,2017,37640811.0,37624203.0,253,50,49,5
140,5,2018,38613083.0,36562371.0,255,29,45,6
140,6,2019,39585354.0,37158603.0,297,36,36,5
140,7,2020,45424541.0,48463121.0,290,37,48,5
140,8,2021,46513486.0,43533462.0,235,28,35,4
140,9,2022,42502170.0,42490547.0,253,36,40,4
140,10,2023,43474442.0,41498625.0,304,33,46,5
141,1,2014,93956524.0,94726331.0,668,73,126,12
141,2,2015,96587307.0,103233074.0,768,66,101,15
141,3,2016,99218089.0,98172428.0,732,105,136,11
141,4,2017,101848872.0,108732712.0,659,113,114,17
141,5,2018,104479655.0,100382689.0,608,100,112,14
141,6,2019,107110437.0,104450614.0,575,99,139,13
141,7,2020,122910166.0,125833844.0,569,102,165,16
141,8,2021,125856643.0,124385234.0,690,90,164,11
141,9,2022,115002785.0,110673787.0,714,86,152,12
141,10,2023,117633568.0,112923002.0,540,122,97,12
142,1,2014,9090142.0,9228600.0,49,5,13,1
142,2,2015,9344666.0,9262853.0,46,6,11,1
142,3,2016,9599190.0,9366629.0,55,6,10,1
142,4,2017,9853714.0,9811518.0,54,5,8,1
142,5,2018,10108238.0,10602213.0,57,8,10,1
142,6,2019,10362762.0,10150039.0,50,5,11,1
142,7,2020,11891360.0,12052352.0,41,6,6,1
142,8,2021,12176427.0,12844181.0,54,8,11,1
142,9,2022,11126334.0,11150285.0,48,8,10,1
142,10,2023,11380858.0,11817953.0,42,5,10,1
143,1,2014,31082744.0,32148227.0,219,25,31,4
143,2,2015,31953061.0,32637088.0,243,23,47,4
143,3,2016,32823378.0,34126305.0,175,32,47,3
143,4,2017,33693695.0,31878639.0,166,37,40,3
143,5,2018,34564012.0,32335465.0,210,22,39,5
143,6,2019,35434329.0,36266920.0,181,40,31,4
143,7,2020,40661203.0,39332225.0,176,33,29,4
143,8,2021,41635958.0,38760956.0,173,35,38,3
143,9,2022,38045279.0,40278742.0,227,36,37,3
143,10,2023,38915596.0,37953097.0,164,33,43,3
144,1,2014,45345566.0,47751942.0,317,45,51,6
144,2,2015,46615242.0,48066667.0,243,49,53,5
144,3,2016,47884918.0,48998801.0,269,40,55,5
144,4,2017,49154594.0,49958543.0,246,45,69,6
144,5,2018,50424270.0,52493064.0,243,47,48,5
144,6,2019,51693946.0,51250417.0,261,39,44,6
144,7,2020,59319256.0,58567497.0,222,50,67,6
144,8,2021,60741293.0,61788110.0,226,52,46,5
144,9,2022,55502973.0,58446666.0,264,35,63,5
144,10,2023,56772649.0,59210773.0,312,52,39,6
145,1,2014,17091405.0,17781485.0,115,16,22,2
145,2,2015,17569964.0,17154514.0,107,17,19,1
145,3,2016,18048523.0,18110131.0,108,14,24,2
145,4,2017,18527083.0,17578815.0,84,14,17,1
145,5,2018,19005642.0,18364277.0,88,12,24,2
145,6,2019,19484201.0,20516731.0,91,10,19,2
145,7,2020,22358292.0,23047978.0,82,13,25,2
145,8,2021,22894278.0,24299844.0,100,10,17,1
145,9,2022,20919879.0,19613917.0,106,16,13,1
145,10,2023,21398439.0,21936365.0,110,17,19,1
146,1,2014,51765020.0,51942128.0,260,54,56,6
146,2,2015,53214441.0,53357606.0,252,48,73,6
146,3,2016,54663861.0,55884095.0,300,41,64,7
146,4,2017,56113282.0,58988518.0,317,53,38,6
146,5,2018,57562703.0,61748026.0,245,33,56,5
146,6,2019,59012123.0,56389235.0,227,34,48,5
146,7,2020,67716929.0,65632219.0,329,30,44,4
146,8,2021,69340280.0,67734018.0,227,40,50,5
146,9,2022,63360385.0,63874587.0,303,48,37,5
146,10,2023,64809805.0,67504940.0,256,44,48,6
147,1,2014,17149008.0,16441398.0,113,18,17,1
147,2,2015,17629180.0,17667362.0,120,20,23,1
147,3,2016,18109352.0,17266173.0,109,19,14,1
147,4,2017,18589524.0,18175678.0,89,13,22,1
147,5,2018,19069696.0,20111979.0,101,20,24,2
147,6,2019,19549869.0,18546708.0,85,15,26,1
147,7,2020,22433646.0,24124182.0,97,16,22,2
147,8,2021,22971439.0,24618805.0,99,10,18,1
147,9,2022,20990385.0,21706732.0,81,11,18,1
147,10,2023,21470557.0,22234671.0,112,18,21,1
148,1,2014,23754836.0,25347233.0,164,27,26,4
148,2,2015,24419972.0,23331126.0,148,17,24,3
148,3,2016,25085107.0,24088585.0,187,18,27,4
148,4,2017,25750243.0,26526896.0,194,30,36,3
148,5,2018,26415378.0,26340088.0,195,31,27,3
148,6,2019,27080514.0,28435043.0,137,18,25,3
148,7,2020,31075127.0,30637156.0,159,27,27,3
148,8,2021,31820078.0,30334178.0,181,22,41,3
148,9,2022,29075920.0,28481294.0,158,24,32,3
148,10,2023,29741055.0,30314671.0,140,32,38,4
149,1,2014,11850794.0,11691669.0,80,12,18,1
149,2,2015,12182617.0,12342816.0,70,9,16,1
149,3,2016,12514439.0,12174583.0,78,10,21,1
149,4,2017,12846261.0,13561650.0,77,8,15,1
149,5,2018,13178083.0,13959900.0,84,9,17,2
149,6,2019,13509906.0,14214299.0,72,10,17,1
149,7,2020,15502735.0,15463872.0,70,9,15,1
149,8,2021,15874376.0,16631012.0,73,15,19,1
149,9,2022,14505372.0,13866356.0,76,11,21,1
149,10,2023,14837194.0,14316226.0,90,11,10,1
150,1,2014,30374300.0,29077388.0,224,33,27,3
150,2,2015,31224780.0,30366590.0,185,36,50,4
150,3,2016,32075261.0,29893237.0,208,23,40,3
150,4,2017,32925741.0,32413349.0,165,23,28,5
150,5,2018,33776221.0,31770453.0,194,26,40,3
150,6,2019,34626702.0,36431348.0,216,34,51,4
150,7,2020,39734444.0,39416777.0,178,24,35,5
150,8,2021,40686982.0,42599490.0,216,35,26,4
150,9,2022,37178143.0,36652642.0,172,21,36,4
150,10,2023,38028623.0,41031897.0,173,19,28,3
