record_id,hospital_id,procedure_id,period_id,patient_count,p50_wait_days,p90_wait_days,pct_within_benchmark,data_completeness
4255,87,3,5,252,1.4,2.3,88.2,Complete
4256,87,3,6,313,1.2,1.9,100.0,Complete
4257,87,3,7,369,1.4,2.9,64.2,Complete
4258,87,3,8,324,1.4,2.8,72.3,Complete
4259,87,3,9,329,1.1,1.9,100.0,Partial
4260,87,3,10,415,1.2,2.4,76.7,Complete
4261,87,4,1,347,77.5,145.8,73.2,Complete
4262,87,4,2,146,59.2,126.3,82.9,Complete
4263,87,4,3,130,73.9,125.8,75.7,Complete
4264,87,4,4,148,83.6,145.3,71.3,Estimated
4265,87,4,5,100,56.1,113.2,88.0,Partial
4266,87,4,6,154,47.8,105.9,97.8,Complete
4267,87,4,7,131,73.2,158.6,60.6,Partial
4268,87,4,8,75,116.2,198.0,55.2,Complete
4269,87,4,9,311,75.0,132.9,70.0,Complete
4270,87,4,10,230,48.5,106.4,93.4,Complete
4271,87,5,1,149,16.7,35.4,65.0,Complete
4272,87,5,2,75,12.7,27.3,90.0,Complete
4273,87,5,3,121,14.1,30.8,89.5,Complete
4274,87,5,4,87,14.3,28.3,98.6,Complete
4275,87,5,5,97,16.9,34.0,73.6,Complete
4276,87,5,6,263,13.7,27.2,95.6,Complete
4277,87,5,7,77,25.6,50.8,57.1,Partial
4278,87,5,8,125,22.4,43.3,58.6,Complete
4279,87,5,9,320,14.0,28.1,100.0,Complete
4280,87,5,10,197,17.0,31.2,91.2,Partial
4281,87,6,1,328,8.9,17.0,75.9,Complete
4282,87,6,2,403,10.1,17.3,73.2,Complete
4283,87,6,3,191,8.4,15.9,78.1,Complete
4284,87,6,4,250,6.5,14.0,84.6,Partial
4285,87,6,5,246,8.9,17.0,81.5,Complete
4286,87,6,6,190,10.2,17.2,84.8,Complete
4287,87,6,7,338,12.2,20.9,68.0,Partial
4288,87,6,8,249,14.7,26.0,51.5,Complete
4289,87,6,9,333,6.0,13.2,89.1,Complete
4290,87,6,10,452,8.5,17.7,74.2,Complete
4291,87,7,1,315,13.6,30.1,86.0,Complete
4292,87,7,2,281,21.5,37.0,61.9,Complete
4293,87,7,3,257,21.9,37.0,64.9,Partial
4294,87,7,4,230,20.2,35.6,70.9,Complete
4295,87,7,5,301,15.6,32.8,82.3,Complete
4296,87,7,6,115,18.1,32.4,86.4,Complete
4297,87,7,7,97,22.7,39.6,72.1,Complete
4298,87,7,8,125,25.2,43.0,64.4,Complete
4299,87,7,9,136,15.6,28.0,84.4,Complete
4300,87,7,10,388,15.4,26.2,97.9,Complete
4301,87,8,1,165,17.4,36.0,67.3,Complete
4302,87,8,2,180,17.8,30.9,88.5,Complete
4303,87,8,3,177,19.9,34.4,84.2,Estimated
4304,87,8,4,277,18.3,35.8,74.8,Complete
4305,87,8,5,189,16.4,33.4,91.8,Complete
4306,87,8,6,322,17.1,29.4,100.0,Complete
4307,87,8,7,86,21.6,45.8,56.4,Complete
4308,87,8,8,128,24.4,50.8,61.0,Complete
4309,87,8,9,152,18.3,34.7,77.4,Complete
4310,87,8,10,178,12.8,28.2,100.0,Complete
4311,88,1,1,111,150.0,255.3,60.4,Complete
4312,88,1,2,77,127.2,216.9,77.8,Complete
4313,88,1,3,149,86.2,187.8,89.0,Complete
4314,88,1,4,156,102.3,204.1,78.8,Complete
4315,88,1,5,49,99.1,215.1,68.4,Complete
4316,88,1,6,109,136.0,231.3,78.5,Partial
4317,88,1,7,71,148.0,265.0,71.6,Complete
4318,88,1,8,29,139.9,257.8,57.0,Complete
4319,88,1,9,88,107.1,231.9,64.3,Complete
4320,88,1,10,182,102.2,193.2,84.6,Complete
4321,88,2,1,161,126.4,259.1,72.3,Complete
4322,88,2,2,151,93.9,195.6,82.2,Complete
4323,88,2,3,81,103.5,206.6,77.0,Complete
4324,88,2,4,106,95.8,182.5,87.6,Complete
4325,88,2,5,74,106.2,180.9,88.5,Partial
4326,88,2,6,102,124.3,251.5,72.6,Complete
4327,88,2,7,77,173.5,355.9,43.8,Complete
4328,88,2,8,85,131.5,271.8,61.2,Partial
4329,88,2,9,306,123.6,222.2,77.9,Estimated
4330,88,2,10,101,106.6,230.1,72.2,Complete
4331,88,3,1,159,1.5,2.7,68.6,Complete
4332,88,3,2,143,1.1,2.3,89.5,Complete
4333,88,3,3,207,1.1,2.4,80.7,Complete
4334,88,3,4,166,1.2,2.4,74.7,Complete
4335,88,3,5,187,1.2,2.1,86.5,Complete
4336,88,3,6,152,1.3,2.4,80.3,Partial
4337,88,3,7,222,1.9,3.4,48.9,Partial
4338,88,3,8,144,1.8,3.8,49.9,Partial
4339,88,3,9,229,1.1,1.9,98.1,Complete
4340,88,3,10,169,1.1,2.0,92.6,Complete
4341,88,4,1,60,56.4,115.5,78.1,Complete
4342,88,4,2,76,66.7,138.6,72.7,Complete
4343,88,4,3,165,72.7,138.7,76.5,Complete
4344,88,4,4,111,69.3,148.1,78.9,Complete
4345,88,4,5,216,76.7,132.1,69.8,Partial
4346,88,4,6,120,58.1,122.2,91.8,Complete
4347,88,4,7,47,91.0,176.8,51.3,Complete
4348,88,4,8,46,117.9,215.7,52.2,Complete
4349,88,4,9,182,54.6,111.8,96.0,Complete
4350,88,4,10,224,56.3,110.9,92.0,Estimated
4351,88,5,1,39,17.3,30.2,82.1,Complete
4352,88,5,2,172,17.8,32.7,86.5,Complete
4353,88,5,3,55,21.8,39.5,64.1,Complete
4354,88,5,4,180,14.0,30.0,95.5,Complete
4355,88,5,5,82,15.7,34.7,65.8,Complete
4356,88,5,6,168,16.2,27.7,87.9,Complete
4357,88,5,7,53,23.0,41.7,65.2,Complete
4358,88,5,8,92,32.0,55.0,45.8,Complete
4359,88,5,9,53,13.4,29.0,97.0,Complete
4360,88,5,10,120,18.8,31.7,87.0,Complete
4361,88,6,1,167,8.4,15.3,86.8,Complete
4362,88,6,2,209,10.8,18.3,73.0,Complete
4363,88,6,3,145,9.7,17.3,78.3,Partial
4364,88,6,4,191,7.7,15.8,74.5,Complete
4365,88,6,5,186,9.4,16.7,84.9,Partial
4366,88,6,6,196,7.8,15.0,89.0,Complete
4367,88,6,7,221,13.2,25.1,50.9,Complete
4368,88,6,8,172,13.0,25.2,57.8,Complete
4369,88,6,9,184,7.8,15.8,77.8,Partial
4370,88,6,10,273,7.9,13.7,88.3,Complete
4371,88,7,1,174,17.3,32.4,70.7,Complete
4372,88,7,2,59,22.1,38.7,67.6,Complete
4373,88,7,3,147,17.9,36.0,64.0,Complete
4374,88,7,4,152,18.3,35.2,71.7,Complete
4375,88,7,5,251,22.7,38.9,61.6,Complete
4376,88,7,6,193,14.6,30.3,93.6,Complete
4377,88,7,7,95,29.4,55.2,51.5,Complete
4378,88,7,8,88,27.9,48.8,58.4,Estimated
4379,88,7,9,110,17.2,29.1,86.9,Partial
4380,88,7,10,159,19.4,35.3,75.9,Complete
4381,88,8,1,54,18.3,34.4,85.6,Complete
4382,88,8,2,112,17.2,31.2,87.3,Complete
4383,88,8,3,147,17.2,38.0,63.3,Complete
4384,88,8,4,142,18.1,36.7,66.2,Complete
4385,88,8,5,115,13.9,30.0,100.0,Estimated
4386,88,8,6,96,16.0,34.4,77.9,Complete
4387,88,8,7,59,21.8,46.8,66.7,Complete
4388,88,8,8,48,20.2,44.7,68.5,Complete
4389,88,8,9,71,20.0,40.4,69.2,Complete
4390,88,8,10,201,15.8,29.6,95.6,Estimated
4391,89,8,1,51,25.2,44.6,67.1,Complete
4392,89,8,2,17,22.7,50.1,55.5,Complete
4393,89,8,3,25,20.1,39.4,66.0,Partial
4394,89,8,4,34,25.3,51.2,49.3,Complete
4395,89,8,5,18,22.7,43.0,69.9,Complete
4396,89,8,6,33,21.9,44.4,55.0,Estimated
4397,89,8,7,29,37.4,70.9,36.0,Complete
4398,89,8,8,40,30.5,56.7,47.4,Complete
4399,89,8,9,26,23.2,42.5,61.5,Complete
4400,89,8,10,49,19.2,38.8,75.5,Complete
4401,90,1,1,49,114.7,197.8,96.0,Complete
4402,90,1,2,73,88.6,192.5,82.4,Complete
4403,90,1,3,35,107.9,209.7,80.6,Complete
4404,90,1,4,29,83.2,182.4,100.0,Complete
4405,90,1,5,28,111.2,206.7,90.3,Complete
4406,90,1,6,51,92.6,179.9,81.2,Complete
4407,90,1,7,32,186.2,335.9,46.4,Partial
4408,90,1,8,28,169.7,301.0,62.2,Complete
4409,90,1,9,34,106.1,225.8,79.0,Partial
4410,90,1,10,22,130.1,222.8,67.0,Complete
4411,90,8,1,31,21.6,39.1,72.4,Complete
4412,90,8,2,24,20.0,33.7,87.5,Partial
4413,90,8,3,32,17.8,39.3,66.3,Estimated
4414,90,8,4,41,21.6,37.3,74.6,Complete
4415,90,8,5,31,17.0,37.6,67.9,Complete
4416,90,8,6,16,16.6,29.6,86.6,Complete
4417,90,8,7,38,27.0,54.6,44.8,Complete
4418,90,8,8,12,21.4,45.9,66.2,Complete
4419,90,8,9,36,16.3,35.7,72.8,Complete
4420,90,8,10,62,17.0,32.7,93.6,Complete
4421,91,2,1,68,93.9,182.0,100.0,Complete
4422,91,2,2,59,95.5,211.3,82.0,Complete
4423,91,2,3,75,100.8,191.1,82.3,Complete
4424,91,2,4,66,106.3,186.6,88.4,Partial
4425,91,2,5,76,122.9,221.2,68.3,Complete
4426,91,2,6,55,108.9,212.7,70.4,Complete
4427,91,2,7,13,159.4,267.5,66.6,Complete
4428,91,2,8,59,194.3,328.6,51.9,Complete
4429,91,2,9,32,135.2,229.8,82.4,Complete
4430,91,2,10,28,105.5,217.5,78.7,Complete
4431,91,8,1,27,20.8,40.2,75.3,Complete
4432,91,8,2,74,17.1,36.6,85.0,Complete
4433,91,8,3,81,14.1,29.2,96.9,Complete
4434,91,8,4,61,18.2,37.4,69.1,Complete
4435,91,8,5,34,16.2,28.9,99.1,Complete
4436,91,8,6,26,19.8,33.3,76.5,Complete
4437,91,8,7,34,29.0,53.3,49.5,Complete
4438,91,8,8,52,23.4,44.4,64.7,Complete
4439,91,8,9,47,17.9,32.3,81.0,Complete
4440,91,8,10,36,14.8,28.8,100.0,Complete
4441,92,1,1,177,114.5,218.1,76.1,Complete
4442,92,1,2,178,127.4,231.1,64.0,Complete
4443,92,1,3,115,104.1,196.5,86.5,Complete
4444,92,1,4,199,111.6,207.2,85.9,Complete
4445,92,1,5,93,126.2,232.6,68.0,Complete
4446,92,1,6,218,119.8,203.5,88.2,Estimated
4447,92,1,7,90,163.8,295.5,64.2,Complete
4448,92,1,8,88,161.2,328.6,55.4,Complete
4449,92,1,9,184,128.6,234.2,71.3,Complete
4450,92,1,10,138,115.8,197.5,79.7,Complete
4451,92,2,1,123,107.7,186.5,80.8,Complete
4452,92,2,2,161,118.0,240.8,71.8,Complete
4453,92,2,3,162,121.0,205.9,91.9,Complete
4454,92,2,4,226,127.8,228.4,71.2,Complete
4455,92,2,5,88,117.2,221.4,67.8,Complete
4456,92,2,6,156,116.8,205.3,74.2,Partial
4457,92,2,7,115,141.7,265.5,56.2,Complete
4458,92,2,8,51,157.3,316.2,57.1,Partial
4459,92,2,9,114,116.2,226.8,66.4,Complete
4460,92,2,10,113,99.0,206.5,90.2,Complete
4461,92,3,1,393,1.3,2.5,71.9,Complete
4462,92,3,2,168,1.0,2.1,89.2,Complete
4463,92,3,3,206,1.0,2.1,93.9,Complete
4464,92,3,4,234,1.2,2.1,98.9,Complete
4465,92,3,5,304,1.2,2.2,91.9,Complete
4466,92,3,6,195,1.1,2.0,100.0,Complete
4467,92,3,7,266,2.0,3.5,51.8,Complete
4468,92,3,8,180,1.6,3.3,62.6,Complete
4469,92,3,9,180,1.2,2.4,69.5,Complete
4470,92,3,10,219,1.3,2.1,84.8,Complete
4471,92,4,1,109,69.9,124.9,83.3,Complete
4472,92,4,2,131,59.6,124.9,79.5,Complete
4473,92,4,3,191,74.0,127.4,84.5,Complete
4474,92,4,4,211,50.0,109.3,87.2,Complete
4475,92,4,5,197,59.6,108.5,100.0,Partial
4476,92,4,6,235,72.2,140.3,72.3,Complete
4477,92,4,7,49,100.8,174.3,55.5,Complete
4478,92,4,8,121,110.1,188.9,49.1,Complete
4479,92,4,9,193,61.5,128.4,82.4,Complete
4480,92,4,10,131,61.8,130.7,80.6,Complete
4481,92,5,1,185,15.5,33.3,82.8,Complete
4482,92,5,2,191,14.8,30.4,83.2,Complete
4483,92,5,3,105,17.5,37.2,70.7,Complete
4484,92,5,4,136,19.2,32.3,76.3,Complete
4485,92,5,5,68,17.1,30.5,92.1,Complete
4486,92,5,6,128,18.0,36.3,75.3,Complete
4487,92,5,7,93,26.2,45.6,54.1,Complete
4488,92,5,8,70,22.3,48.5,47.3,Complete
4489,92,5,9,74,13.2,28.4,100.0,Complete
4490,92,5,10,148,15.2,28.4,80.0,Complete
4491,92,6,1,272,7.0,14.1,100.0,Complete
4492,92,6,2,237,8.9,16.7,82.6,Complete
4493,92,6,3,174,7.8,17.0,84.7,Complete
4494,92,6,4,174,10.5,18.5,68.2,Complete
4495,92,6,5,153,7.5,14.9,89.1,Complete
4496,92,6,6,187,7.9,14.8,89.5,Complete
4497,92,6,7,192,12.6,26.7,44.6,Complete
4498,92,6,8,316,13.4,22.8,64.4,Complete
4499,92,6,9,246,10.2,17.6,67.4,Complete
4500,92,6,10,261,7.0,14.0,92.5,Complete
4501,92,7,1,226,17.7,34.1,83.3,Complete
4502,92,7,2,141,13.4,29.8,95.0,Estimated
4503,92,7,3,159,18.9,33.1,79.6,Complete
4504,92,7,4,87,16.8,34.3,73.1,Complete
4505,92,7,5,140,17.5,30.1,77.9,Complete
4506,92,7,6,98,16.4,35.9,77.1,Complete
4507,92,7,7,128,25.8,51.2,57.2,Complete
4508,92,7,8,42,19.6,40.0,61.6,Complete
4509,92,7,9,272,16.8,29.4,91.3,Partial
4510,92,7,10,198,13.0,28.5,89.7,Complete
4511,92,8,1,199,19.0,40.5,63.1,Complete
4512,92,8,2,65,16.9,33.1,91.6,Complete
4513,92,8,3,152,18.7,36.5,79.2,Complete
4514,92,8,4,140,16.7,35.1,89.6,Complete
4515,92,8,5,111,19.6,33.0,78.2,Complete
4516,92,8,6,86,16.0,31.1,87.5,Complete
4517,92,8,7,97,27.7,47.5,66.1,Complete
4518,92,8,8,54,25.4,44.0,66.7,Complete
4519,92,8,9,246,16.1,32.2,77.4,Complete
4520,92,8,10,103,16.1,32.7,80.5,Complete
4521,93,1,1,158,136.9,267.7,62.2,Complete
4522,93,1,2,137,120.8,233.9,78.8,Complete
4523,93,1,3,178,106.7,211.6,71.7,Complete
4524,93,1,4,130,103.6,201.9,84.2,Complete
4525,93,1,5,140,95.1,204.8,83.1,Estimated
4526,93,1,6,62,98.2,216.0,78.6,Complete
4527,93,1,7,126,171.6,337.7,46.9,Complete
4528,93,1,8,63,151.0,289.8,54.4,Estimated
4529,93,1,9,113,140.4,242.5,67.9,Partial
4530,93,1,10,279,141.1,243.7,65.8,Complete
4531,93,2,1,192,141.1,240.1,62.9,Partial
4532,93,2,2,119,154.0,274.5,62.4,Complete
4533,93,2,3,162,113.1,212.6,80.5,Complete
4534,93,2,4,187,123.9,214.0,73.6,Complete
4535,93,2,5,91,149.1,255.1,63.4,Complete
4536,93,2,6,124,143.6,255.7,57.5,Complete
4537,93,2,7,62,165.6,328.1,52.9,Complete
4538,93,2,8,53,182.8,320.7,53.0,Complete
4539,93,2,9,289,111.6,244.4,74.0,Complete
4540,93,2,10,105,122.1,237.3,69.4,Complete
4541,93,3,1,234,1.3,2.7,64.8,Complete
4542,93,3,2,153,1.5,3.0,56.5,Complete
4543,93,3,3,116,1.7,3.0,64.0,Complete
4544,93,3,4,236,1.3,2.3,73.6,Complete
4545,93,3,5,198,1.3,2.5,64.7,Complete
4546,93,3,6,262,1.1,2.4,80.3,Estimated
4547,93,3,7,211,1.9,3.7,54.9,Complete
4548,93,3,8,165,1.7,3.2,56.2,Complete
4549,93,3,9,211,1.6,2.8,72.7,Complete
4550,93,3,10,230,1.6,2.7,65.3,Partial
4551,93,4,1,74,90.0,164.4,65.3,Complete
4552,93,4,2,216,72.4,148.5,77.0,Partial
4553,93,4,3,146,79.4,164.2,58.5,Complete
4554,93,4,4,224,68.9,142.2,74.7,Complete
4555,93,4,5,71,96.1,167.9,65.4,Partial
4556,93,4,6,66,80.1,138.9,71.7,Complete
4557,93,4,7,173,104.4,209.4,43.9,Complete
4558,93,4,8,29,96.9,183.5,50.7,Complete
4559,93,4,9,177,70.1,125.0,82.1,Complete
4560,93,4,10,92,71.1,155.5,65.1,Complete
4561,93,5,1,221,19.8,36.7,79.0,Complete
4562,93,5,2,168,21.8,42.6,63.6,Complete
4563,93,5,3,172,18.2,32.2,84.9,Complete
4564,93,5,4,92,18.0,37.7,62.4,Complete
4565,93,5,5,129,22.6,41.1,70.7,Complete
4566,93,5,6,169,21.3,36.6,70.2,Complete
4567,93,5,7,114,28.8,56.9,40.6,Partial
4568,93,5,8,71,33.4,56.3,49.3,Complete
4569,93,5,9,237,16.0,34.1,84.5,Complete
4570,93,5,10,97,16.0,34.0,69.7,Complete
4571,93,6,1,269,9.5,20.9,68.4,Complete
4572,93,6,2,195,10.8,18.5,78.6,Complete
4573,93,6,3,213,8.9,16.4,84.5,Estimated
4574,93,6,4,230,7.9,15.9,90.7,Complete
4575,93,6,5,267,7.4,15.7,83.9,Complete
4576,93,6,6,163,7.3,16.0,78.3,Complete
4577,93,6,7,197,13.3,23.1,49.1,Complete
4578,93,6,8,261,11.3,24.0,52.9,Complete
4579,93,6,9,224,7.7,15.4,92.4,Complete
4580,93,6,10,198,8.5,18.0,75.5,Complete
4581,93,7,1,172,15.7,33.0,84.7,Complete
4582,93,7,2,116,16.3,32.2,78.3,Complete
4583,93,7,3,65,20.2,34.8,79.1,Complete
4584,93,7,4,242,17.0,31.2,86.4,Complete
4585,93,7,5,142,16.5,30.9,79.1,Complete
4586,93,7,6,116,19.4,37.0,75.9,Complete
4587,93,7,7,124,32.2,55.4,41.3,Complete
4588,93,7,8,34,28.3,52.8,53.8,Complete
4589,93,7,9,227,16.4,32.3,88.5,Complete
4590,93,7,10,278,15.6,33.2,80.5,Partial
4591,93,8,1,66,24.2,44.3,66.7,Complete
4592,93,8,2,230,22.1,39.2,62.9,Complete
4593,93,8,3,129,23.8,41.3,74.6,Complete
4594,93,8,4,255,16.9,37.6,69.9,Complete
4595,93,8,5,74,23.0,41.5,66.0,Complete
4596,93,8,6,136,21.8,42.3,73.3,Complete
4597,93,8,7,183,31.7,63.2,39.0,Complete
4598,93,8,8,54,28.0,52.4,57.6,Complete
4599,93,8,9,106,21.8,39.4,65.0,Complete
4600,93,8,10,174,15.8,33.1,81.8,Complete
4601,94,1,1,144,102.1,222.7,71.4,Complete
4602,94,1,2,102,132.8,227.1,77.9,Partial
4603,94,1,3,113,105.0,208.6,76.6,Complete
4604,94,1,4,132,111.8,209.7,87.0,Complete
4605,94,1,5,81,115.1,240.4,67.2,Partial
4606,94,1,6,165,131.0,221.6,81.2,Complete
4607,94,1,7,174,152.8,269.2,56.4,Complete
4608,94,1,8,101,155.4,339.5,49.1,Complete
4609,94,1,9,177,120.2,230.6,75.8,Complete
4610,94,1,10,73,125.0,216.6,86.3,Complete
4611,94,2,1,189,110.2,223.9,73.7,Partial
4612,94,2,2,124,103.1,192.9,86.0,Complete
4613,94,2,3,83,128.7,247.1,66.7,Complete
4614,94,2,4,182,101.9,177.9,93.2,Complete
4615,94,2,5,156,102.5,227.5,76.1,Complete
4616,94,2,6,131,104.0,222.0,76.1,Complete
4617,94,2,7,167,169.9,325.9,57.8,Complete
4618,94,2,8,48,142.3,295.7,63.5,Complete
4619,94,2,9,191,108.0,210.2,85.9,Complete
4620,94,2,10,77,99.7,193.6,88.2,Complete
4621,94,3,1,290,1.3,2.7,69.4,Complete
4622,94,3,2,231,0.9,2.0,92.1,Partial
4623,94,3,3,162,1.2,2.0,100.0,Complete
4624,94,3,4,249,1.3,2.4,69.4,Complete
4625,94,3,5,210,1.2,2.0,82.4,Complete
4626,94,3,6,223,1.1,2.5,74.3,Complete
4627,94,3,7,292,1.4,3.0,69.9,Complete
4628,94,3,8,242,2.2,3.7,44.2,Estimated
4629,94,3,9,232,1.2,2.4,81.9,Complete
4630,94,3,10,348,1.3,2.2,95.6,Partial
4631,94,4,1,147,65.5,135.6,80.4,Partial
4632,94,4,2,77,68.4,130.9,83.4,Complete
4633,94,4,3,155,73.6,152.0,60.2,Complete
4634,94,4,4,131,51.0,108.6,87.6,Complete
4635,94,4,5,225,72.1,123.1,73.5,Complete
4636,94,4,6,160,54.2,109.5,85.1,Estimated
4637,94,4,7,107,95.7,161.6,67.8,Complete
4638,94,4,8,115,104.0,192.4,49.4,Complete
4639,94,4,9,229,58.4,102.8,100.0,Complete
4640,94,4,10,135,54.4,102.9,100.0,Complete
4641,94,5,1,121,17.4,37.4,68.2,Complete
4642,94,5,2,203,14.7,28.8,91.0,Complete
4643,94,5,3,174,16.9,34.7,81.2,Estimated
4644,94,5,4,206,14.2,28.8,92.5,Estimated
4645,94,5,5,175,16.6,28.9,86.3,Complete
4646,94,5,6,82,17.6,35.2,80.1,Complete
4647,94,5,7,47,24.8,51.2,49.2,Complete
4648,94,5,8,136,27.6,46.9,54.0,Partial
4649,94,5,9,127,20.0,34.6,66.3,Partial
4650,94,5,10,122,13.9,27.7,100.0,Complete
4651,94,6,1,269,9.9,18.7,73.5,Complete
4652,94,6,2,243,7.4,13.8,97.1,Complete
4653,94,6,3,157,6.8,14.1,91.1,Complete
4654,94,6,4,308,8.7,17.3,84.2,Complete
4655,94,6,5,259,6.5,14.2,99.2,Complete
4656,94,6,6,221,7.4,15.6,80.1,Complete
4657,94,6,7,132,12.1,24.3,55.4,Complete
4658,94,6,8,142,12.6,24.3,54.5,Complete
4659,94,6,9,316,7.4,13.6,100.0,Complete
4660,94,6,10,296,8.3,14.9,76.1,Complete
4661,94,7,1,127,14.7,29.1,85.4,Complete
4662,94,7,2,145,19.6,35.1,81.6,Complete
4663,94,7,3,115,17.1,28.6,94.3,Complete
4664,94,7,4,158,14.2,30.4,88.7,Complete
4665,94,7,5,104,19.6,33.8,86.2,Complete
4666,94,7,6,97,17.2,35.4,77.3,Complete
4667,94,7,7,75,23.4,51.1,43.9,Complete
4668,94,7,8,34,22.0,40.2,56.7,Complete
4669,94,7,9,221,17.0,28.9,96.9,Complete
4670,94,7,10,190,17.4,30.1,92.7,Complete
4671,94,8,1,117,17.2,32.2,84.2,Complete
4672,94,8,2,56,14.4,31.6,83.1,Partial
4673,94,8,3,89,16.4,35.8,75.5,Complete
4674,94,8,4,199,22.8,38.5,81.0,Complete
4675,94,8,5,112,23.5,39.2,67.9,Complete
4676,94,8,6,179,20.2,37.6,69.7,Complete
4677,94,8,7,79,23.8,41.1,65.7,Complete
4678,94,8,8,54,24.7,43.3,70.5,Complete
4679,94,8,9,64,22.2,37.1,77.6,Complete
4680,94,8,10,125,16.7,28.8,99.3,Complete
4681,95,1,1,253,96.5,211.8,84.1,Complete
4682,95,1,2,349,117.5,207.8,91.7,Complete
4683,95,1,3,346,87.8,191.9,96.4,Complete
4684,95,1,4,133,106.6,219.2,82.0,Complete
4685,95,1,5,66,93.8,159.4,100.0,Complete
4686,95,1,6,242,107.6,189.0,94.3,Estimated
4687,95,1,7,158,128.9,255.7,64.2,Complete
4688,95,1,8,124,143.6,275.2,68.3,Complete
4689,95,1,9,166,117.6,210.1,73.5,Complete
4690,95,1,10,144,84.8,151.9,100.0,Complete
4691,95,2,1,220,101.4,173.8,99.6,Complete
4692,95,2,2,138,120.2,201.2,91.4,Complete
4693,95,2,3,200,93.5,183.8,100.0,Complete
4694,95,2,4,246,86.8,185.9,86.2,Complete
4695,95,2,5,189,75.5,163.5,100.0,Partial
4696,95,2,6,185,99.4,169.8,100.0,Partial
4697,95,2,7,151,140.0,255.5,61.3,Complete
4698,95,2,8,101,133.2,270.6,70.0,Complete
4699,95,2,9,205,106.2,185.4,88.3,Complete
4700,95,2,10,322,102.3,178.9,89.6,Complete
4701,95,3,1,272,1.1,2.1,90.3,Complete
4702,95,3,2,284,1.4,2.3,87.5,Complete
4703,95,3,3,230,1.0,1.9,92.6,Complete
4704,95,3,4,284,1.2,2.2,80.5,Complete
4705,95,3,5,324,1.1,2.1,90.8,Estimated
4706,95,3,6,198,1.2,2.2,84.3,Complete
4707,95,3,7,240,1.4,2.8,69.3,Complete
4708,95,3,8,316,1.8,3.3,55.1,Complete
4709,95,3,9,348,0.8,1.8,100.0,Complete
4710,95,3,10,287,1.2,2.3,86.2,Partial
4711,95,4,1,221,66.3,121.5,78.2,Estimated
4712,95,4,2,82,63.9,134.8,74.4,Complete
4713,95,4,3,175,51.2,112.8,96.9,Complete
4714,95,4,4,126,63.7,106.4,100.0,Complete
4715,95,4,5,137,69.7,122.6,94.5,Complete
4716,95,4,6,163,53.8,100.8,100.0,Complete
4717,95,4,7,97,103.0,187.4,61.3,Complete
4718,95,4,8,65,84.3,171.2,61.8,Complete
4719,95,4,9,269,52.7,108.1,100.0,Complete
4720,95,4,10,200,57.2,124.6,89.8,Complete
4721,95,5,1,109,17.3,29.5,89.8,Complete
4722,95,5,2,163,14.7,31.4,79.0,Complete
4723,95,5,3,197,14.8,28.8,89.4,Complete
4724,95,5,4,253,13.5,27.7,88.9,Complete
4725,95,5,5,201,18.4,31.2,78.7,Complete
4726,95,5,6,281,12.1,25.6,94.1,Complete
4727,95,5,7,123,20.6,40.2,69.1,Complete
4728,95,5,8,139,21.0,41.9,68.7,Complete
4729,95,5,9,253,16.0,29.5,84.3,Complete
4730,95,5,10,334,17.1,28.8,86.1,Complete
4731,95,6,1,309,8.3,14.5,98.4,Complete
4732,95,6,2,253,7.7,17.0,84.8,Complete
4733,95,6,3,369,7.0,14.8,95.4,Complete
4734,95,6,4,339,6.6,13.0,100.0,Complete
4735,95,6,5,193,7.4,12.5,100.0,Complete
4736,95,6,6,236,6.0,12.2,100.0,Complete
4737,95,6,7,185,9.8,17.3,77.3,Partial
4738,95,6,8,304,8.6,18.7,68.8,Complete
4739,95,6,9,275,6.8,15.0,76.6,Complete
4740,95,6,10,297,7.7,13.8,90.8,Complete
4741,95,7,1,153,13.7,29.0,93.8,Complete
4742,95,7,2,185,16.4,34.4,65.3,Complete
4743,95,7,3,179,18.8,33.2,77.6,Complete
4744,95,7,4,142,13.8,25.3,100.0,Complete
4745,95,7,5,236,13.2,25.5,100.0,Complete
4746,95,7,6,191,15.2,32.7,71.5,Complete
4747,95,7,7,180,20.1,41.3,60.6,Complete
4748,95,7,8,112,25.9,44.6,55.4,Complete
4749,95,7,9,361,11.0,23.6,100.0,Complete
4750,95,7,10,197,16.1,30.4,75.4,Complete
4751,95,8,1,268,15.9,28.6,100.0,Complete
4752,95,8,2,191,13.6,27.8,87.2,Complete
4753,95,8,3,164,18.3,31.4,80.6,Complete
4754,95,8,4,284,13.6,27.8,100.0,Complete
4755,95,8,5,206,17.5,35.5,68.4,Partial
4756,95,8,6,217,18.2,31.3,85.5,Complete
4757,95,8,7,113,19.1,39.3,65.6,Complete
4758,95,8,8,116,23.3,41.8,70.1,Complete
4759,95,8,9,256,15.6,29.8,100.0,Complete
4760,95,8,10,227,13.6,29.8,88.5,Complete
4761,96,1,1,170,105.1,203.3,80.4,Complete
4762,96,1,2,348,108.6,188.7,82.8,Complete
4763,96,1,3,375,123.9,244.0,62.7,Complete
4764,96,1,4,541,95.6,211.6,79.5,Complete
4765,96,1,5,165,126.0,241.1,74.7,Complete
4766,96,1,6,493,95.2,179.2,100.0,Complete
4767,96,1,7,420,128.6,251.9,71.8,Complete
4768,96,1,8,143,189.3,338.5,44.4,Complete
4769,96,1,9,404,97.9,211.6,73.7,Complete
